bval,norm_avg,norm_std,c1_avg,c1_std,c2_avg,c2_std,c3_avg,c3_std,pval_norm_vs_c1,pval_norm_vs_c2,pval_norm_vs_c3,padj_norm_vs_c1,padj_norm_vs_c2,padj_norm_vs_c3,conv_set
cg24873202,0.7278486382,0.03375950659,0.7415822433,0.1537373425,0.8253705987,0.1051877237,0.7989662365,0.1189061769,0.0005,0,0,0.0013,0,0,A
cg24964350,0.9449676434,0.01742714175,0.9235877454,0.05738205736,0.8457230732,0.1526001176,0.87620037,0.1460543575,0.0902,0,0.0001,0.1213,0,0.0003,A
cg25133016,0.1144849579,0.02637593107,0.1131617253,0.07097870227,0.06455908553,0.02644044458,0.1013970723,0.03415390667,0.0145,0,0.008,0.0242,0,0.0138,A
cg25295726,0.1163540815,0.0222078942,0.1081264358,0.02170844626,0.1053958685,0.0320761585,0.1081074269,0.04648068165,0.17,0.0386,0.0042,0.2063,0.0489,0.008,A
cg25304860,0.05391693425,0.009213662162,0.04909460494,0.007037935157,0.05488310533,0.01321699464,0.05332801347,0.01981440556,0.0391,0.5098,0.1645,0.058,0.5543,0.1984,A
cg25430849,0.02123608652,0.03652698421,0.01710051977,0.002343218742,0.01650179062,0.003227463457,0.01581053676,0.002429045306,0.0071,0.055,0.7303,0.0133,0.0688,0.7569,A
cg25443943,0.8965361467,0.0489515441,0.8402335836,0.1142215681,0.8414081144,0.1321449982,0.7501098201,0.1461573093,0.0902,0.0043,0,0.1213,0.0064,0,A
cg25474507,0.03041378752,0.00901148326,0.03909675075,0.01805842963,0.0334984045,0.006109537339,0.03190539027,0.005650969235,0.0032,0.0001,0.0087,0.0065,0.0002,0.0148,A
cg25536171,0.7705064726,0.0522062856,0.4558083165,0.2724440204,0.6113877924,0.2411718261,0.5983913665,0.224364415,0,0,0,0,0,0,A
cg25769469,0.9242334962,0.03206512875,0.6914250314,0.2762645225,0.8954308771,0.06149547988,0.7434049918,0.2063513464,0,0,0,0,0,0,A
cg25814293,0.680698669,0.06642252454,0.9204697511,0.02830252403,0.9377264136,0.02268440331,0.8191926093,0.2049363298,0,0,0,0,0,0,A
cg25935985,0.5738570696,0.03200842833,0.5924472195,0.09275709324,0.6254547134,0.1280002035,0.5267936301,0.09389086282,0.0238,0,0,0.037,0,0,A
cg25975712,0.02365748235,0.007538187164,0.1128592479,0.1557917977,0.03398032034,0.04984902961,0.03408166198,0.02597206505,0.0013,0.6868,0.0011,0.0028,0.7082,0.0024,A
cg26034629,0.8480434881,0.03753913295,0.8141848659,0.1076570975,0.8915297417,0.07476980736,0.8331425025,0.1065646143,0.0238,0,0.1071,0.037,0,0.1349,A
cg26481739,0.8795681984,0.05934175568,0.9022202426,0.05924468982,0.9058346115,0.09656110315,0.913817589,0.04809503388,0.0008,0,0,0.0017,0,0,A
cg26686647,0.6064045322,0.03786794479,0.8163695011,0.03458559768,0.8111962622,0.07680757592,0.7708704894,0.09089490904,0,0,0,0,0,0,A
cg26993213,0.9836184699,0.002624871671,0.9807630911,0.005247820238,0.9820379356,0.003029443208,0.9812364615,0.003729412873,0.0478,0.0014,0.0006,0.069,0.0022,0.0014,A
cg27489873,0.8645291245,0.03481687937,0.8225233591,0.06568612723,0.8826773388,0.03527028665,0.8177690608,0.06968447697,0.0076,0.008,0.0001,0.0139,0.0115,0.0002,A
cg27582625,0.05127389332,0.01657534397,0.2245098622,0.2421225076,0.04615774368,0.02397465131,0.04654801752,0.01424557371,0.0004,0.0004,0.1599,0.0011,0.0006,0.194,A
cg00418469,0.03326483566,0.004699766143,0.0403944248,0.01704732198,0.03520523661,0.005151561824,0.03512259229,0.006344988041,0.004,0.0528,0.1271,0.0072,0.0683,0.1795,B
cg00549040,0.9193322369,0.02482857749,0.8030362861,0.1196190065,0.8571975174,0.08371984131,0.8425617106,0.08589221194,0,0,0.0001,0,0.0001,0.0004,B
cg00709652,0.6547573138,0.06671579661,0.5674285739,0.2167415622,0.5461952096,0.1905201073,0.5091776054,0.1929720035,0.004,0,0,0.0072,0,0.0001,B
cg00764470,0.05191385606,0.008619290577,0.0499023736,0.008132006117,0.04874494647,0.008798192886,0.05142705819,0.00655343392,0.277,0.0135,0.9379,0.3282,0.02,0.9441,B
cg01130364,0.1338899191,0.02728552017,0.3693164244,0.1979942795,0.1241502207,0.0623603395,0.1295597576,0.04847338725,0,0.001,0.2859,0,0.002,0.344,B
cg01698392,0.8244153962,0.04548131905,0.8364627767,0.06971963817,0.8534940601,0.08392270357,0.723826121,0.1101823379,0.0184,0,0,0.028,0,0,B
cg01718788,0.04646040751,0.009910985313,0.07231784802,0.03221097793,0.05902348246,0.0149332114,0.05081576695,0.0125059155,0.0001,0,0.1562,0.0002,0,0.211,B
cg01940657,0.6930917445,0.04581535009,0.8441833109,0.05119974036,0.906512901,0.03377706778,0.790167162,0.08657797143,0,0,0,0,0,0,B
cg02108015,0.6888646122,0.03987900943,0.8288613163,0.0813789923,0.8826536037,0.06831750695,0.7270621039,0.1908090056,0,0,0,0,0,0,B
cg02331673,0.6558323951,0.04118527734,0.8565758597,0.05137435573,0.7914879688,0.1365972392,0.6853747931,0.1746824181,0,0,0,0,0,0.0001,B
cg02642979,0.8678650669,0.03143423987,0.7814126241,0.1718603755,0.8755971714,0.08636852932,0.7538589362,0.1656497128,0.0071,0,0,0.0122,0,0.0001,B
cg02752037,0.4012166291,0.03877087433,0.395907408,0.2501630056,0.1361655477,0.07480502767,0.3086598612,0.1507054898,0.0002,0,0,0.0004,0,0,B
cg02756106,0.07513959668,0.01913960014,0.1035046685,0.1092616831,0.0661821639,0.01704707825,0.07380933534,0.02436844973,0.8893,0.0065,0.6411,0.907,0.0104,0.6716,B
cg02958133,0.01699075896,0.007228113732,0.0182132535,0.007388746484,0.01605638931,0.003846108448,0.01825514844,0.0126937867,0.0161,0.0063,0.0848,0.0248,0.0103,0.1347,B
cg03085785,0.9151385268,0.02307072082,0.8818747018,0.07785931188,0.9099696862,0.02855173501,0.8932447561,0.03911967137,0.0496,0.8172,0.0367,0.0682,0.8446,0.0627,B
cg03435277,0.979425173,0.003269746837,0.9764914022,0.004417939231,0.9761712364,0.005018316388,0.9772835426,0.004440126825,0.0093,0,0.0562,0.0153,0.0001,0.0942,B
cg03883228,0.1308113889,0.02159807572,0.4952910698,0.2069003808,0.1761950097,0.1512423136,0.1376945498,0.05212714976,0,0.001,0.2189,0,0.0019,0.2697,B
cg04009254,0.01860418323,0.003194515553,0.02111168898,0.004530592517,0.0206278633,0.004096305758,0.02017167235,0.003011930991,0.0215,0.0005,0.0075,0.0325,0.0011,0.0157,B
cg04191300,0.4670995536,0.0583482243,0.8044671032,0.1305464499,0.6610377606,0.1832250987,0.5026609725,0.2365080009,0,0,0.0003,0,0,0.001,B
cg04312358,0.2973719219,0.06823545005,0.193379268,0.1718334142,0.2312501834,0.2202291664,0.1264827654,0.1088040934,0,0,0,0.0001,0,0,B
cg04384181,0.01667726021,0.002950362935,0.01762509172,0.001848751114,0.01692566589,0.002386300501,0.01698770482,0.002395895738,0.007,0.266,0.5392,0.0122,0.3104,0.5848,B
cg04724807,0.8577864955,0.06447319569,0.6119455847,0.241189361,0.8270588572,0.1364605434,0.7297908046,0.176462368,0,0.0295,0.0001,0,0.0398,0.0003,B
cg05335886,0.07240120337,0.01313442115,0.3837169109,0.2596972079,0.07464952497,0.08543169415,0.06979058831,0.02734777298,0,0,0.0837,0,0,0.1343,B
cg05657564,0.9528780275,0.01794223593,0.9518481662,0.008696333564,0.9521267004,0.009520699944,0.9506897627,0.009271633709,0.1822,0.0022,0.0033,0.2244,0.004,0.0077,B
cg05959980,0.8566085977,0.02565219878,0.7816672417,0.1193808966,0.8939766204,0.03398396677,0.8405031125,0.0589258119,0.0004,0,0.2189,0.0009,0,0.2697,B
cg06096916,0.9615177543,0.008457369383,0.9517789555,0.01267801732,0.9557893478,0.01230802828,0.9493034632,0.01392465437,0.0125,0.0182,0.0003,0.0201,0.026,0.0012,B
cg06156502,0.8937789253,0.02334352812,0.8928150566,0.02625060278,0.9011491091,0.01704345229,0.9004164428,0.02265601732,0.5274,0.0029,0.2039,0.5973,0.0051,0.2595,B
cg06679563,0.9472888838,0.01562553099,0.9292101569,0.02650849933,0.9211226457,0.02595112044,0.9196667461,0.02707756772,0.0008,0,0,0.0016,0,0,B
cg06730723,0.1135870265,0.01300136766,0.1790017983,0.12597434,0.1002768932,0.03291335273,0.120611012,0.02553447774,0.0139,0,0.1137,0.0216,0,0.1683,B
cg06962867,0.814511408,0.04896361058,0.747370424,0.1831226142,0.9045340916,0.05905767234,0.7906966882,0.1568897676,0.0289,0,0.0092,0.0427,0,0.0186,B
cg07177395,0.5828545263,0.04720297307,0.5711497276,0.2319203748,0.6941659323,0.191050823,0.480718214,0.2116082542,0.0036,0,0,0.0066,0,0.0001,B
cg07314391,0.07033877985,0.01427440641,0.07035879514,0.01713595744,0.06925994714,0.01863698737,0.06508816212,0.01261217288,0.9076,0.0138,0.2084,0.9195,0.0203,0.2631,B
cg07482916,0.6064465286,0.0443525737,0.8082335904,0.1226169632,0.8618663783,0.09288633151,0.6675410958,0.2236744003,0,0,0,0,0,0,B
cg07532353,0.2308534427,0.1266566293,0.9061469577,0.1383217724,0.5655233128,0.3439965239,0.5719702448,0.2767146669,0,0,0,0,0,0,B
cg07598324,0.93450033,0.01251881742,0.9141705557,0.03279966599,0.9285134596,0.03351908311,0.9186433024,0.02774584382,0.0002,0.004,0.0005,0.0005,0.0069,0.0016,B
cg07895186,0.354618457,0.01629729171,0.3483472435,0.02155755024,0.3461360737,0.02113241841,0.3493817424,0.02255775984,0.1733,0.0324,0.1683,0.2153,0.0426,0.2215,B
cg08048831,0.9417393224,0.01282484464,0.9361391092,0.02217397125,0.9409687842,0.01276504167,0.9157431496,0.07750957665,0.8161,0.684,0.0293,0.855,0.7265,0.0531,B
cg08298644,0.7472272224,0.05553166685,0.6551155894,0.1481391462,0.816577608,0.07156820512,0.6998178911,0.1610547593,0.0002,0,0.0138,0.0005,0,0.0262,B
cg08303370,0.0619395361,0.009031899117,0.05483371298,0.009026989296,0.05146744555,0.0095139593,0.0563581569,0.01176114858,0.0012,0,0.0009,0.0024,0,0.0027,B
cg08330217,0.8576189349,0.05062987018,0.4348390306,0.1824191424,0.7623996391,0.1483694414,0.6423951872,0.1731719467,0,0,0,0,0.0001,0,B
cg08528735,0.236003482,0.02091686194,0.1881714913,0.1136494572,0.1700782331,0.109094418,0.166672316,0.06011756677,0,0,0,0,0,0,B
cg08773180,0.8349058628,0.02766070245,0.7570633142,0.1594363953,0.8567884596,0.08403109574,0.7823019906,0.1477911675,0.0089,0,0.0092,0.0148,0,0.0186,B
cg09035079,0.7840053204,0.04500002951,0.7832502194,0.1501972691,0.8892907549,0.06780785479,0.8014458877,0.1344945705,0.0093,0,0.0005,0.0153,0,0.0015,B
cg09101767,0.8855872277,0.0345018103,0.9334852229,0.03079767942,0.9448537955,0.01728124825,0.8935773899,0.07112526689,0,0,0.0019,0,0,0.005,B
cg09182900,0.9326551803,0.01640765668,0.9204980849,0.02173157004,0.9302712156,0.01668802763,0.9254534135,0.01863769967,0.0026,0.1623,0.0976,0.0048,0.1984,0.1502,B
cg09604352,0.031625551,0.01554772498,0.0321958336,0.007983961942,0.0319641183,0.007430791329,0.02970432428,0.005954246001,0.0906,0.0032,0.1089,0.1173,0.0057,0.1629,B
cg09624684,0.1375389195,0.1563467376,0.1790173916,0.1832434822,0.1009747338,0.1381135975,0.1436406091,0.1649306668,0.0478,0.288,0.875,0.0664,0.3335,0.8865,B
cg09889477,0.8994436977,0.04613817292,0.7639359102,0.1909581259,0.8821292971,0.08721525375,0.7865719183,0.1863736271,0.0006,0.5416,0.0119,0.0014,0.5874,0.0231,B
cg10168434,0.05229828138,0.01585030962,0.08276536092,0.03829627577,0.08474823026,0.03809736736,0.06618866995,0.01777930622,0.0021,0,0.0009,0.0041,0,0.0027,B
cg10278149,0.8301896338,0.03926454728,0.8605701177,0.09158339929,0.8844134704,0.06525496431,0.7896781837,0.08672825053,0.0004,0,0.0083,0.0009,0,0.0172,B
cg10324701,0.9844347713,0.002230997696,0.8612900438,0.1602328167,0.9787322354,0.02108558326,0.976305654,0.01668823052,0,0.0001,0,0,0.0002,0,B
cg10448608,0.4855065306,0.06735018099,0.7640600903,0.125827544,0.6519168764,0.272685248,0.5590785558,0.1900312262,0,0,0.0001,0,0,0.0004,B
cg10553415,0.1416111771,0.03088076161,0.4870086799,0.2166290857,0.2616537028,0.1542100414,0.167916961,0.1042072759,0,0,0.0321,0,0,0.0569,B
cg10759648,0.7580940625,0.06465128681,0.3695055453,0.1713956964,0.7023650986,0.1057712158,0.5820624364,0.1529816615,0,0.0048,0,0,0.0082,0,B
cg11034318,0.7510486712,0.05156007795,0.6720573069,0.195851379,0.8000905954,0.1219560627,0.6227104629,0.2686205799,0.0014,0,0.0004,0.0027,0,0.0013,B
cg11413751,0.02243170235,0.005878607913,0.02282459052,0.004297725598,0.02305911822,0.003880581156,0.02238033536,0.003452639181,0.0438,0.0051,0.1562,0.0614,0.0085,0.211,B
cg11459648,0.7709168692,0.08279071142,0.9082951183,0.05902827236,0.9378134371,0.0514763725,0.8318844035,0.1928074676,0,0,0.0001,0,0,0.0004,B
cg12446629,0.3489644351,0.04557316447,0.5498530508,0.1413763787,0.4081621472,0.168914982,0.3102968783,0.1375836088,0,0,0.0014,0,0,0.0037,B
cg12598089,0.2349518886,0.02686185573,0.4599503483,0.2248707332,0.323071131,0.150835696,0.2120753471,0.08714072076,0,0,0.0011,0,0,0.0029,B
cg12656815,0.8495947325,0.07277526559,0.8213142859,0.09304566613,0.8749120288,0.06952779166,0.7448848183,0.1103316277,0.6199,0.0007,0,0.6771,0.0014,0,B
cg13157315,0.1372396004,0.02186761529,0.3179398927,0.271561369,0.1118029556,0.05181211807,0.1368191347,0.06720384696,0.0011,0,0.0659,0.0021,0,0.108,B
cg13175786,0.8859058266,0.02525530925,0.7233702084,0.2144746892,0.8887505092,0.1200793924,0.8617733175,0.124244579,0.0001,0,0.0176,0.0002,0,0.0322,B
cg13261306,0.8894530459,0.02678232924,0.6693194518,0.198567297,0.8633502516,0.1191620744,0.8014736897,0.17653057,0,0,0.0046,0,0.0001,0.0101,B
cg13289869,0.1747452262,0.0232950668,0.2312610313,0.2328732091,0.131676536,0.1118551386,0.09837559369,0.08551502874,0,0,0,0,0,0,B
cg13565575,0.1571182086,0.02152509038,0.4384212422,0.2129841603,0.1471453056,0.1090003061,0.1222042072,0.08856222501,0,0,0,0,0,0,B
cg13667638,0.1157572415,0.02479159998,0.2969387738,0.2069716178,0.1271385317,0.07765607892,0.1310331405,0.04964239601,0,0.005,0.2337,0,0.0083,0.2856,B
cg13798621,0.7457374871,0.07386128581,0.6403169301,0.1472043857,0.7176658482,0.1189357683,0.5679427967,0.1658065838,0.0058,0.0551,0,0.0102,0.0701,0,B
cg14119350,0.09349114574,0.0232868659,0.2625708518,0.1854346343,0.1051142038,0.05735872492,0.09213438799,0.03682856518,0,0.5416,0.1855,0.0001,0.5874,0.2401,B
cg14173476,0.7154663634,0.04395060001,0.9272514416,0.02544213027,0.9367169836,0.02799607188,0.8103648488,0.181054102,0,0,0,0,0,0,B
cg14427563,0.9568067419,0.01534717472,0.8693369719,0.1803002429,0.9501906606,0.02700746513,0.9469991783,0.02149349016,0.0001,0.0005,0.0068,0.0002,0.001,0.0144,B
cg14812313,0.9859159103,0.002705180168,0.9821801597,0.01022955906,0.9826998088,0.0339393059,0.9766917863,0.02466736333,0.0361,0.0534,0.0063,0.0529,0.0685,0.0138,B
cg14825094,0.05381404944,0.01230949405,0.05863829057,0.01889722516,0.05828914534,0.01357233588,0.06339159029,0.01833358635,0.2645,0.0075,0.0113,0.3183,0.0117,0.0223,B
cg14837598,0.3367817516,0.0617815732,0.4052834334,0.1969963442,0.2957956669,0.1550479701,0.3728801711,0.1345472165,0.0139,0,0.1797,0.0216,0,0.2345,B
cg14841337,0.05238462693,0.01522742222,0.3241503588,0.2340190299,0.08395895068,0.1007644812,0.06909550747,0.04758221032,0,0.0226,0.5323,0,0.0314,0.5814,B
cg14906304,0.9733946206,0.007214941407,0.8763202208,0.1602779099,0.9693593765,0.01608272935,0.9660274301,0.01105789753,0,0.0001,0,0.0001,0.0001,0.0001,B
cg15255086,0.4051733456,0.03597340297,0.4468891908,0.2075010024,0.632139933,0.1598525995,0.3709696054,0.1387894156,0.0023,0,0.035,0.0042,0,0.0612,B
cg15471197,0.9201849387,0.01737751394,0.9090954061,0.01544027605,0.9150679232,0.01548180025,0.9171692422,0.01768175601,0.0011,0.0308,0.2116,0.0021,0.0413,0.2649,B
cg15648792,0.6556931808,0.05691955727,0.8394656989,0.1164171229,0.7486852178,0.1501248383,0.6987830719,0.1421961307,0,0,0.0012,0,0,0.0032,B
cg15700022,0.8484881375,0.04005976061,0.8404038445,0.07439953512,0.8714533333,0.04265162811,0.7909082799,0.1272989717,0.1565,0.0026,0.0159,0.1975,0.0046,0.0295,B
cg15771941,0.9550649867,0.01763202589,0.9448262863,0.03074302397,0.9529281366,0.009321247063,0.9313432031,0.0709257651,0.0087,0.0007,0.001,0.0147,0.0014,0.0028,B
cg16105676,0.12098911,0.02053282621,0.403978214,0.1950606377,0.1260325467,0.08917161676,0.1299206747,0.08758515552,0,0,0.0367,0,0,0.0627,B
cg16215362,0.8696996847,0.08272751422,0.9378654642,0.08174836028,0.9343154004,0.08581756881,0.9166666398,0.1178575647,0,0,0,0,0,0.0002,B
cg16253142,0.01126351753,0.001584656754,0.0126578466,0.002132505079,0.01218400942,0.001890027234,0.01210069637,0.001755956446,0.0266,0.009,0.0396,0.0397,0.0137,0.067,B
cg16394290,0.5336146885,0.05677974038,0.7052240347,0.08730636486,0.7503758396,0.1317087591,0.552095894,0.1887429248,0,0,0.0046,0,0,0.0101,B
cg16558358,0.03085135508,0.006838283536,0.03940081586,0.01068497815,0.03485069259,0.009306408717,0.03339668533,0.009258983277,0.0006,0.0066,0.1271,0.0013,0.0105,0.1795,B
cg16680873,0.8171233009,0.02799198433,0.6653625463,0.1511414568,0.7988810005,0.09338971245,0.7199991595,0.1612822638,0,0.0222,0.0046,0,0.0313,0.0101,B
cg17108819,0.08733357624,0.01506279278,0.3480560195,0.2266490501,0.08403921413,0.04995968643,0.08869860091,0.06525294539,0,0,0.0026,0,0.0001,0.0064,B
cg17794169,0.01438295113,0.001671280739,0.01624232706,0.002447064755,0.01576772981,0.002555170423,0.0152319682,0.002950656653,0.0001,0.0001,0.1308,0.0003,0.0003,0.1831,B
cg17857870,0.8170294717,0.03711270815,0.8860158239,0.03745905466,0.9068512553,0.02909985136,0.8553738959,0.1014038492,0,0,0,0,0,0,B
cg18052528,0.8514443204,0.05068376863,0.8355488872,0.1453580094,0.9014778824,0.04733302346,0.7881299843,0.1167621067,0.0133,0,0.0145,0.0212,0,0.0272,B
cg18207999,0.7876902965,0.08827282879,0.6769395146,0.1543916145,0.7699130865,0.1275432113,0.5444096145,0.1786307677,0.0008,0.023,0,0.0016,0.0317,0,B
cg18229396,0.7801474239,0.04279619311,0.4463649167,0.1572857554,0.760053608,0.1281614428,0.7060814108,0.1455053268,0,0.0144,0.0028,0,0.0209,0.0067,B
cg19102713,0.9735740006,0.005704004367,0.886106587,0.1717052772,0.967491035,0.008481963439,0.9682376222,0.01091949608,0,0,0.0113,0.0001,0,0.0223,B
cg19360930,0.8692125468,0.0534954413,0.6579532677,0.288663677,0.9441898208,0.03524432337,0.7828492267,0.2505653654,0.0002,0,0.0005,0.0004,0,0.0015,B
cg19513282,0.9505919225,0.01199099871,0.9355984533,0.08848416727,0.9507622589,0.04240777542,0.9448196424,0.02818226292,0.2419,0.0103,0.4494,0.2934,0.0154,0.4944,B
cg19620972,0.978622069,0.003745060912,0.9720153878,0.01544604615,0.9758630138,0.004951102357,0.9763759719,0.005673085705,0.0422,0.0027,0.1413,0.0602,0.0049,0.1943,B
cg19809052,0.9461255432,0.01651231824,0.926947096,0.05293424084,0.9521342838,0.01064226489,0.92568262,0.06981822088,0.4122,0.0149,0.3953,0.4845,0.0214,0.4411,B
cg19878076,0.7764776581,0.05240827492,0.6971053443,0.140064484,0.7906951258,0.09791316038,0.6730395404,0.1997006906,0.0008,0,0.0009,0.0017,0,0.0026,B
cg19993573,0.9771115046,0.02240082506,0.774000598,0.260789426,0.9751025261,0.03476180301,0.9564975605,0.07707597807,0,0.1869,0.0006,0,0.2197,0.002,B
cg20283498,0.7156795161,0.04061882677,0.670403223,0.1307642612,0.7416272483,0.09676198868,0.6327504268,0.0979693982,0.0968,0,0,0.1242,0,0.0001,B
cg20561320,0.9463421911,0.01774814148,0.9316756674,0.02971695673,0.935912237,0.01801743477,0.9253205215,0.0478661035,0.0078,0,0.0021,0.0134,0,0.0053,B
cg20844545,0.01776877968,0.007508009877,0.04335202234,0.09242637833,0.01786905853,0.01814532172,0.01759175225,0.003891845793,0.0396,0.8992,0.5504,0.0575,0.917,0.592,B
cg20844861,0.1451357357,0.1364256655,0.1693593241,0.1577027287,0.1098799884,0.1210966508,0.1063383619,0.1090949335,0.0006,0.0901,0.319,0.0014,0.1119,0.3779,B
cg20908614,0.04446508418,0.007546127839,0.04298916708,0.007189221768,0.04081914568,0.007788517168,0.04155791043,0.008186565152,0.5668,0.001,0.1271,0.6325,0.002,0.1795,B
cg21783213,0.9163220561,0.02001536196,0.9339170651,0.02806003365,0.9342222977,0.02681641627,0.8865560646,0.08167199855,0.0006,0,0.0321,0.0013,0,0.0569,B
cg21787835,0.9779269241,0.003707220557,0.9744056227,0.008492512692,0.976060815,0.004636976896,0.976450209,0.004894310602,0.0684,0.0224,0.3525,0.0924,0.0313,0.4021,B
cg22328644,0.7786592549,0.06547895124,0.6683210496,0.1248203134,0.6687046619,0.1311186444,0.5949209267,0.1735849994,0.0001,0,0,0.0002,0,0,B
cg22445447,0.7520898515,0.05615758509,0.9114579232,0.06744310328,0.9444341537,0.01539807602,0.7627937899,0.2221708781,0,0,0,0,0,0.0001,B
cg22446618,0.9055686176,0.082624401,0.9074564495,0.03316863311,0.9255676059,0.01674834335,0.9207034671,0.02346003207,0.0708,0.0264,0.0943,0.0948,0.0359,0.1467,B
cg22737917,0.01514413232,0.003119244263,0.0165339336,0.002698584317,0.01574506205,0.003270346251,0.01519676716,0.002013729631,0.0105,0.0333,0.2398,0.017,0.0434,0.2907,B
cg23067535,0.8316638476,0.03528291045,0.7866239856,0.1059245436,0.8436826399,0.04492827933,0.7492941216,0.135481263,0.1494,0.0022,0.0007,0.1901,0.004,0.0022,B
cg23244913,0.2503677116,0.1012187193,0.6121125734,0.1307394513,0.6062944651,0.186660379,0.194956721,0.1950209511,0,0,0.0004,0,0,0.0013,B
cg23822732,0.937412243,0.02227922698,0.4729513545,0.2120834249,0.9082314494,0.1009667734,0.8153827439,0.211149167,0,0.4061,0.0009,0,0.4565,0.0027,B
cg23946286,0.6383865727,0.0479844844,0.7083359656,0.1718445582,0.7974877462,0.1515946586,0.630371905,0.1881085587,0,0,0.0001,0,0,0.0005,B
cg24125861,0.842084849,0.02521257476,0.8290990169,0.07280850797,0.8623049142,0.0485262033,0.8558839968,0.02886996887,0.0422,0,0,0.0602,0,0.0002,B
cg24195486,0.2643640158,0.05422839062,0.5398073736,0.1937550201,0.3594490408,0.1578711939,0.3808004336,0.1285743614,0,0,0,0,0.0001,0,B
cg24239148,0.0279875147,0.02475364346,0.3509959092,0.31843197,0.03374264798,0.04195605112,0.06521446878,0.07501480444,0,0.0567,0.0039,0,0.0716,0.009,B
cg24651706,0.06183974934,0.009266303769,0.05631947054,0.009174259247,0.05698377214,0.01328769548,0.05780497724,0.01135540306,0.0763,0.0016,0.3336,0.1004,0.003,0.3922,B
cg24880892,0.9409900928,0.01573741747,0.9268908872,0.01900699763,0.9423460551,0.0131782472,0.9256897648,0.02842395041,0.0006,0.966,0.0138,0.0014,0.966,0.0262,B
cg24883498,0.1425726263,0.02873429742,0.1698885215,0.1063386621,0.1404931341,0.05855901126,0.1547619095,0.07352935997,0.0593,0.0318,0.1619,0.0808,0.0422,0.2149,B
cg24913868,0.1580074485,0.04939970466,0.4740816505,0.2332041165,0.1629068842,0.1292536361,0.1889151341,0.136555403,0,0.0101,0.3832,0,0.0153,0.4307,B
cg25052664,0.126988226,0.03017968395,0.4144865747,0.1649134863,0.1095989564,0.05912451859,0.1405922682,0.06162744908,0,0,0.1991,0,0,0.2555,B
cg25099516,0.6009860879,0.1051888048,0.7672788959,0.1341307032,0.8358268186,0.09718403658,0.6717213431,0.1607665776,0,0,0.0001,0,0,0.0003,B
cg25387540,0.8651904599,0.06709790798,0.8723719134,0.07914259888,0.9195720542,0.03907546965,0.840702749,0.1169052371,0.0438,0,0.0584,0.0614,0,0.0968,B
cg25682097,0.139977255,0.0218044105,0.3576295344,0.2234398066,0.115564402,0.1027557937,0.1208044936,0.08091057366,0,0,0,0,0,0,B
cg25730020,0.8797571363,0.07636226668,0.8675149673,0.08894107857,0.8933039559,0.08089145488,0.715904246,0.2140761869,0.6199,0.0053,0,0.6771,0.0087,0.0001,B
cg26087735,0.8369283721,0.01788154383,0.8346527498,0.02117493931,0.8461748731,0.02481608673,0.823159781,0.05837756957,0.677,0.0075,0.6084,0.724,0.0117,0.6418,B
cg26210187,0.05651038127,0.01246749558,0.1489563322,0.1595693639,0.06205470101,0.05832683408,0.05061755597,0.01824643111,0.0011,0.0039,0.0031,0.0021,0.0067,0.0073,B
cg26280911,0.6138104746,0.08009548159,0.3937805389,0.1763258838,0.2301996496,0.1517908259,0.3008114763,0.1467849022,0,0,0,0,0,0,B
cg26416887,0.394889333,0.04167783289,0.6942991524,0.1758299171,0.6615567663,0.2046137845,0.3912906368,0.2312869199,0,0,0.0022,0,0,0.0055,B
cg26979504,0.4021806942,0.06138013141,0.5017540836,0.1531936608,0.4995359794,0.1834741074,0.3891225606,0.1537039235,0,0,0.0873,0,0,0.1372,B
cg27173717,0.4561734988,0.05830684125,0.5429405945,0.1787054897,0.4522891701,0.1583097882,0.3392723224,0.1523985013,0.0006,0.0088,0.0001,0.0014,0.0135,0.0004,B
cg27432242,0.8455329345,0.03992335525,0.7715624577,0.09018483259,0.7862112579,0.0932448609,0.7184043201,0.126604501,0.0001,0,0,0.0004,0.0001,0,B
ch.9.98463211R,0.05450360765,0.01511136025,0.04109512031,0.0218108948,0.04485981472,0.02042601048,0.03105039672,0.006641810587,0,0,0,0.0001,0,0,B
cg00376022,0.09224361171,0.0188440728,0.2415248818,0.1798213168,0.1003740875,0.06638033958,0.1029443544,0.08055298689,0,0.1659,0.2623,0,0.1825,0.3157,C
cg00575003,0.2291372759,0.05507574008,0.5462627634,0.2628265806,0.2738337453,0.1689176572,0.2966060641,0.1290240219,0,0.0344,0.0138,0,0.0421,0.0267,C
cg01514015,0.762913376,0.05544053807,0.8691767968,0.05693868087,0.8793976271,0.05363275687,0.8053006452,0.1503006204,0,0,0,0,0,0.0001,C
cg02299497,0.7397527478,0.04934474045,0.8034143338,0.1138796419,0.8196126316,0.1386898705,0.5680587514,0.2536310476,0,0,0,0,0,0.0001,C
cg04999999,0.9547292665,0.01415549251,0.7670910298,0.1748456669,0.9282096853,0.06345005323,0.8603210557,0.167513862,0,0.0002,0,0,0.0004,0,C
cg05120309,0.7831822368,0.06263090032,0.8146407844,0.1974198289,0.8786820355,0.1320763973,0.7382878714,0.2067393715,0,0,0.0107,0,0,0.0235,C
cg06261630,0.902300013,0.03587839687,0.8004103116,0.1515618013,0.8932200233,0.1008525518,0.8930408641,0.116269787,0.0012,0,0.6084,0.0014,0.0001,0.6274,C
